"timesstamp,brightness,motion_pixels,mode,fps"
2026-01-11 11: 20: 20,126.7,0,DAY,27.77
2026-01-11 11: 20: 20,126.69,0,DAY,32.75
2026-01-11 11: 20: 20,126.63,0,DAY,34.48
2026-01-11 11: 20: 20,126.58,0,DAY,24.99
2026-01-11 11: 20: 20,126.58,0,DAY,27.37
2026-01-11 11: 20: 21,126.61,0,DAY,29.41
2026-01-11 11: 20: 21,126.65,0,DAY,32.22
2026-01-11 11: 20: 21,126.63,0,DAY,28.09
2026-01-11 11: 20: 21,126.59,0,DAY,19.61
2026-01-11 11: 20: 21,126.57,0,DAY,16.79
2026-01-11 11: 20: 21,126.59,0,DAY,28.57
2026-01-11 11: 20: 21,126.6,0,DAY,29.8
2026-01-11 11: 20: 21,126.59,0,DAY,22.22
2026-01-11 11: 20: 21,126.57,0,DAY,30.28
2026-01-11 11: 20: 21,126.55,0,DAY,25.3
2026-01-11 11: 20: 21,126.54,0,DAY,30.3
2026-01-11 11: 20: 21,126.53,0,DAY,26.3
2026-01-11 11: 20: 21,126.53,0,DAY,35.05
2026-01-11 11: 20: 21,126.53,0,DAY,31.68
2026-01-11 11: 20: 21,126.51,0,DAY,30.28
2026-01-11 11: 20: 21,126.5,0,DAY,24.07
2026-01-11 11: 20: 21,126.52,0,DAY,34.48
2026-01-11 11: 20: 21,126.52,0,DAY,37.01
2026-01-11 11: 20: 21,126.49,0,DAY,31.7
2026-01-11 11: 20: 21,126.46,0,DAY,29.41
2026-01-11 11: 20: 21,126.47,0,DAY,32.26
2026-01-11 11: 20: 21,126.47,0,DAY,35.58
2026-01-11 11: 20: 21,126.46,0,DAY,27.78
2026-01-11 11: 20: 21,126.44,0,DAY,27.78
2026-01-11 11: 20: 21,126.41,0,DAY,35.01
2026-01-11 11: 20: 21,126.4,0,DAY,34.49
2026-01-11 11: 20: 21,126.42,0,DAY,31.25
2026-01-11 11: 20: 21,126.45,0,DAY,28.13
2026-01-11 11: 20: 22,126.44,0,DAY,34.48
2026-01-11 11: 20: 22,126.41,0,DAY,30.3
2026-01-11 11: 20: 22,126.41,0,DAY,32.74
2026-01-11 11: 20: 22,126.41,0,DAY,28.57
2026-01-11 11: 20: 22,126.41,0,DAY,32.26
2026-01-11 11: 20: 22,126.39,0,DAY,34.46
2026-01-11 11: 20: 22,126.43,0,DAY,25.94
2026-01-11 11: 20: 22,126.48,0,DAY,17.54
2026-01-11 11: 20: 22,126.53,0,DAY,26.64
2026-01-11 11: 20: 22,126.51,0,DAY,29.41
2026-01-11 11: 20: 22,126.54,0,DAY,30.28
2026-01-11 11: 20: 22,126.57,0,DAY,21.03
2026-01-11 11: 20: 22,126.6,0,DAY,17.37
2026-01-11 11: 20: 22,126.61,0,DAY,27.03
2026-01-11 11: 20: 22,126.6,0,DAY,27.78
2026-01-11 11: 20: 22,126.58,0,DAY,24.65
2026-01-11 11: 20: 22,126.59,0,DAY,29.41
2026-01-11 11: 20: 22,126.62,0,DAY,33.32
2026-01-11 11: 20: 22,126.6,0,DAY,21.95
2026-01-11 11: 20: 22,126.58,0,DAY,27.03
2026-01-11 11: 20: 22,126.57,0,DAY,29.39
2026-01-11 11: 20: 22,126.56,0,DAY,30.73
2026-01-11 11: 20: 22,126.46,0,DAY,28.57
2026-01-11 11: 20: 22,126.39,0,DAY,27.76
2026-01-11 11: 20: 22,126.33,0,DAY,24.07
2026-01-11 11: 20: 22,126.3,0,DAY,31.25
2026-01-11 11: 20: 22,126.19,36,DAY,29.79
2026-01-11 11: 20: 23,126.17,0,DAY,26.32
2026-01-11 11: 20: 23,126.12,0,DAY,31.25
2026-01-11 11: 20: 23,126.06,35,DAY,39.08
2026-01-11 11: 20: 23,125.94,40,DAY,33.35
2026-01-11 11: 20: 23,125.95,39,DAY,25.64
2026-01-11 11: 20: 23,126.07,4,DAY,37.02
2026-01-11 11: 20: 23,126.21,0,DAY,36.32
2026-01-11 11: 20: 23,126.24,0,DAY,33.33
2026-01-11 11: 20: 23,126.26,0,DAY,29.39
2026-01-11 11: 20: 23,126.26,0,DAY,35.03
2026-01-11 11: 20: 23,126.21,0,DAY,35.72
2026-01-11 11: 20: 23,126.14,0,DAY,32.26
2026-01-11 11: 20: 23,126.15,0,DAY,36.29
2026-01-11 11: 20: 23,126.22,0,DAY,35.72
2026-01-11 11: 20: 23,126.24,0,DAY,38.43
2026-01-11 11: 20: 23,126.23,0,DAY,37.06
